NAME,TEAM,SALARY,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER,RK,Duration
JoelPrzybilla,Portland Trail Blazers,6310150,C,82,23.8,5.5,2,3.3,62.5,0,0,0,1.4,2.1,66.3,8.7,0.3,0.4,1.2,1,11,0,15.46,161,2008-2009
JoeyGraham,Toronto Raptors,2449184,SF,78,19.8,7.7,3,6.2,48.1,0,0.2,18.8,1.7,2.1,82.5,3.7,0.6,0.4,0.2,0.9,1,0,11.99,136,2008-2009
JohnSalmons,Sacramento Kings,6077151,SF,79,37.5,18.3,6.5,13.8,47.2,1.6,3.8,41.7,3.6,4.4,83,4.2,3.2,1.1,0.3,2.1,3,0,16.03,29,2008-2009
JRSmith,Denver Nuggets,4985001,G,81,27.7,15.2,5.2,11.7,44.6,2.2,5.6,39.7,2.5,3.4,75.4,3.7,2.8,1,0.2,1.9,2,0,16.84,53,2008-2009
KendrickPerkins,Boston Celtics,4578880,C,76,29.6,8.5,3.6,6.3,57.7,0,0,0,1.3,2.1,60,8.1,1.3,0.3,2,2.2,12,0,13.29,122,2008-2009
KevinDurant,Oklahoma City Thunder,4484040,SF,74,39,25.3,8.9,18.8,47.6,1.3,3.1,42.2,6.1,7.1,86.3,6.5,2.8,1.3,0.7,3,15,0,20.85,6,2008-2009
KevinLove,Minnesota Timberwolves,3163680,PF,81,25.3,11.1,3.9,8.5,45.9,0,0.2,10.5,3.3,4.1,78.9,9.1,1,0.4,0.6,1.5,29,0,18.39,91,2008-2009
KobeBryant,Los Angeles Lakers,21262500,SF,82,36.1,26.8,9.8,20.9,46.7,1.4,4.1,35.1,5.9,6.9,85.6,5.2,4.9,1.5,0.5,2.6,8,2,24.46,3,2008-2009
LaMarcusAldridge,Portland Trail Blazers,4631400,C,81,37.1,18.1,7.4,15.3,48.4,0.1,0.3,25,3.2,4.1,78.1,7.5,1.9,1,1,1.5,19,0,19.13,31,2008-2009
LamarOdom,Los Angeles Lakers,14148596,PF,78,29.7,11.3,4.4,9,49.2,0.4,1.3,32,2.1,3.3,62.3,8.2,2.6,1,1.3,1.8,18,0,16.6,87,2008-2009
LeandroBarbosa,Phoenix Suns,6100000,G,70,24.4,14.2,5.2,10.8,48.2,1.3,3.4,37.5,2.4,2.8,88.1,2.6,2.3,1.2,0.1,1.3,0,0,19.44,60,2008-2009
LeBronJames,Cleveland Cavaliers,14410581,SF,81,37.7,28.4,9.7,19.9,48.9,1.6,4.7,34.4,7.3,9.4,78,7.6,7.2,1.7,1.1,3,29,7,31.76,2,2008-2009
LinasKleiza,Denver Nuggets,1824493,SF,82,22.2,9.9,3.5,7.9,44.7,1.1,3.3,32.6,1.8,2.5,72.5,4,0.8,0.4,0.2,1,0,0,13.2,106,2008-2009
LouWilliams,Philadelphia 76ers,4500000,SG,81,23.7,12.8,4.1,10.4,39.8,0.8,2.7,28.6,3.8,4.8,79,2,3,1,0.2,1.9,0,0,16.39,72,2008-2009
LuisScola,Houston Rockets,3100667,F,82,30.3,12.7,5.2,9.7,53.1,0,0,0,2.4,3.1,76,8.8,1.5,0.8,0.1,1.5,28,0,17.1,74,2008-2009
LukeRidnour,Milwaukee Bucks,6500000,PG,72,28.2,9.6,3.5,8.6,40.3,0.8,2.2,35,1.8,2.1,86.9,3,5.1,1.3,0.2,1.8,6,0,12.95,111,2008-2009
MarcGasol,Memphis Grizzlies,3093333,C,82,30.7,11.9,4.3,8.1,53,0,0,0,3.4,4.6,73.3,7.4,1.7,0.8,1.1,2,17,0,16.74,79,2008-2009
MarreeseSpeights,Philadelphia 76ers,1542600,F,79,16,7.7,3.2,6.4,50.2,0,0.1,25,1.3,1.7,77.3,3.7,0.4,0.3,0.7,0.6,1,0,18.01,134,2008-2009
MauriceEvans,Atlanta Hawks,2500000,SG,80,23,7.2,2.6,6,43.2,1.2,3.1,39.5,0.8,0.9,82.2,3,0.7,0.6,0.1,0.5,1,0,11.11,142,2008-2009
MichaelBeasley,Miami Heat,4314960,F,81,24.8,13.9,5.6,11.8,47.2,0.4,1,40.7,2.3,3,77.2,5.4,1,0.5,0.5,1.5,8,0,17.28,63,2008-2009
MikeBibby,Atlanta Hawks,14983603,PG,79,34.7,14.9,5.5,12.7,43.5,2.1,5.4,39,1.7,2.2,78.9,3.5,5,1.2,0.1,1.6,4,0,16.38,55,2008-2009
MikeConley,Memphis Grizzlies,3630480,PG,82,30.6,10.9,3.9,8.9,44.2,1.1,2.6,40.6,2,2.4,81.7,3.4,4.3,1.1,0.1,1.7,2,0,14.31,94,2008-2009
MikeMiller,Minnesota Timberwolves,9028575,SG,73,32.3,9.9,3.6,7.5,48.2,1.2,3.1,37.8,1.5,2,73.2,6.6,4.5,0.4,0.4,2,7,0,13.84,107,2008-2009
MikkiMoore,Sacramento Kings,5632200,C,70,17.2,3.9,1.6,2.9,55.3,0,0,0,0.7,0.9,78.7,3.7,0.8,0.2,0.3,0.7,1,0,8.9,175,2008-2009
MoWilliams,Cleveland Cavaliers,8353000,PG,81,35,17.8,6.5,13.9,46.7,2.3,5.2,43.6,2.6,2.8,91.2,3.4,4.1,0.9,0.1,2.2,1,0,17.25,32,2008-2009
NeneHilario,Denver Nuggets,9680000,C,77,32.6,14.6,5.6,9.2,60.4,0,0.1,20,3.5,4.8,72.3,7.8,1.4,1.2,1.3,1.9,20,0,18.83,56,2008-2009
NickCollison,Oklahoma City Thunder,6350000,F,71,25.8,8.2,3.4,6,56.8,0,0,0,1.4,1.9,72.1,6.9,0.9,0.7,0.7,1,11,0,14.85,128,2008-2009
O.J.Mayo,Memphis Grizzlies,3875040,SG,82,38,18.5,6.9,15.6,43.8,1.8,4.6,38.4,3,3.4,87.9,3.8,3.2,1.1,0.2,2.8,2,0,14.23,28,2008-2009
PauGasol,Los Angeles Lakers,15106000,C,81,37,18.9,7.3,12.9,56.7,0,0,50,4.2,5.4,78.1,9.6,3.5,0.6,1,1.9,37,1,22.31,26,2008-2009
PaulPierce,Boston Celtics,18077903,SF,81,37.5,20.5,6.7,14.6,45.7,1.5,3.8,39.1,5.7,6.8,83,5.6,3.6,1,0.3,2.8,7,0,17.74,19,2008-2009
RaferAlston,Orlando Magic,4900000,PG,77,31.8,11.7,4.1,10.6,38.5,1.5,4.3,33.8,2,2.7,75,2.9,5.3,1.4,0.1,1.8,3,0,13.8,83,2008-2009
RandyFoye,Minnesota Timberwolves,2815560,SG,70,35.6,16.3,5.7,14,40.7,1.6,4.4,36,3.3,3.9,84.6,3.1,4.3,1,0.4,2.1,2,0,13.76,45,2008-2009
RashardLewis,Orlando Magic,16447871,PF,79,36.2,17.7,6.1,13.8,43.9,2.8,7,39.7,2.8,3.4,83.6,5.7,2.6,1,0.6,2,4,0,16.83,34,2008-2009
RashoNesterovic,Indiana Pacers,8400000,C,70,17.3,6.8,3.2,6.2,51.3,0,0,0,0.4,0.5,78.1,3.4,1.6,0.4,0.5,0.9,2,0,14.15,148,2008-2009
RayAllen,Boston Celtics,18388430,SG,79,36.4,18.2,6.3,13.2,48,2.5,6.2,40.9,3,3.2,95.2,3.5,2.8,0.9,0.2,1.7,0,0,17.34,30,2008-2009
RaymondFelton,Charlotte Bobcats,4148715,PG,82,37.6,14.2,5.4,13.2,40.8,0.7,2.5,28.5,2.7,3.3,80.5,3.8,6.7,1.5,0.4,2.8,7,0,13.8,62,2008-2009
ReggieEvans,Philadelphia 76ers,4640000,C,79,14.4,3.3,1,2.3,44.4,0,0,0,1.3,2.2,59.4,4.6,0.3,0.5,0.1,0.9,0,0,10.42,176,2008-2009
RichardJefferson,Milwaukee Bucks,13200000,F,82,35.8,19.6,6.5,14.9,43.9,1.4,3.6,39.7,5.1,6.3,80.5,4.6,2.4,0.8,0.2,2,2,0,15.45,22,2008-2009
RodneyStuckey,Detroit Pistons,1687320,PG,79,31.9,13.4,5.1,11.6,43.9,0.3,1,29.5,2.9,3.7,80.3,3.5,4.9,1,0.1,2.2,5,0,14.83,66,2008-2009
RudyGay,Memphis Grizzlies,2579400,SF,79,37.3,18.9,7.2,16,45.3,1.1,3.1,35.1,3.3,4.4,76.7,5.5,1.7,1.2,0.7,2.6,6,0,15.38,25,2008-2009
RussellWestbrook,Oklahoma City Thunder,3493680,PG,82,32.5,15.3,5.3,13.4,39.8,0.4,1.6,27.1,4.3,5.2,81.5,4.9,5.3,1.3,0.2,3.3,10,1,15.2,51,2008-2009
RyanGomes,Minnesota Timberwolves,3650000,SF,82,31.9,13.3,5.1,11.9,43.1,1.3,3.5,37.2,1.8,2.2,80.7,4.8,1.6,0.8,0.3,1.6,2,0,12.51,67,2008-2009
SamuelDalembert,Philadelphia 76ers,11238564,C,82,24.8,6.4,2.6,5.3,49.8,0,0,0,1.1,1.5,73.4,8.5,0.2,0.4,1.8,1.4,13,0,13.22,151,2008-2009
SashaVujacic,Los Angeles Lakers,4524887,SG,80,16.2,5.8,1.9,5,38.7,1,2.8,36.3,0.9,1,92.1,1.7,1.4,1,0.1,0.4,0,0,12.65,157,2008-2009
SebastianTelfair,Minnesota Timberwolves,2300000,PG,75,27.9,9.8,3.6,9.3,38.3,1,2.8,34.6,1.7,2.1,81.9,1.7,4.6,1,0.2,1.9,2,0,10.86,108,2008-2009
ShaquilleO'Neal,Phoenix Suns,2.10E+07,C,75,30,17.8,6.8,11.2,60.9,0,0,0,4.1,6.9,59.5,8.4,1.7,0.7,1.4,2.2,30,0,22.33,33,2008-2009
SpencerHawes,Sacramento Kings,2180760,PF,77,29.3,11.4,4.8,10.4,46.6,0.5,1.5,34.8,1.2,1.8,66.2,7.1,1.9,0.6,1.2,2.1,14,0,13.07,86,2008-2009
SteveNash,Phoenix Suns,12250000,PG,74,33.6,15.7,5.8,11.5,50.3,1.5,3.3,43.9,2.6,2.8,93.3,3,9.7,0.7,0.1,3.4,29,0,19.55,49,2008-2009
T.J.Ford,Indiana Pacers,8.00E+06,PG,74,30.5,14.9,5.6,12.3,45.2,0.5,1.4,33.7,3.3,3.8,87.2,3.5,5.3,1.2,0.2,2.4,4,0,16.63,54,2008-2009
TayshaunPrince,Detroit Pistons,9500000,SF,82,37.3,14.2,5.6,12.4,45,0.7,1.7,39.7,2.3,3,77.8,5.8,3.1,0.5,0.6,1.2,11,0,15.09,61,2008-2009
ThaddeusYoung,Philadelphia 76ers,1968120,PF,75,34.4,15.3,6.3,12.8,49.5,0.7,2.2,34.1,1.9,2.5,73.5,5,1.1,1.3,0.3,1.6,2,0,15.4,52,2008-2009
TonyBattie,Orlando Magic,5746000,C,77,15.6,4.8,2.1,4.2,48.9,0,0.1,22.2,0.7,1.1,65.9,3.6,0.4,0.3,0.3,0.6,0,0,11.98,167,2008-2009
TravisOutlaw,Portland Trail Blazers,4.00E+06,SF,81,27.7,12.8,4.8,10.5,45.3,1.1,2.9,37.7,2.2,3,72.3,4.1,1,0.6,0.7,1.2,2,0,15.15,73,2008-2009
TrevorAriza,Los Angeles Lakers,3100000,SF,82,24.4,8.9,3.3,7.3,46,0.7,2.3,31.9,1.5,2.1,71,4.3,1.8,1.7,0.3,1.1,1,0,15.51,118,2008-2009
TroyMurphy,Indiana Pacers,10126984,PF,73,34,14.3,5,10.5,47.5,2.2,4.9,45,2.1,2.5,82.6,11.8,2.4,0.8,0.5,1.6,49,0,17.81,59,2008-2009
TyrusThomas,Chicago Bulls,3749880,PF,79,27.5,10.8,3.9,8.6,45.1,0,0.1,33.3,3,3.8,78.3,6.4,1,1.2,1.9,1.6,18,0,15.95,96,2008-2009
UdonisHaslem,Miami Heat,6575000,PF,75,34.1,10.6,4.4,8.6,51.8,0,0,0,1.7,2.3,75.3,8.2,1.1,0.6,0.3,1.1,20,0,13.1,98,2008-2009
VladimirRadmanovic,Charlotte Bobcats,6049400,SF,78,18.5,6.9,2.5,6,42.1,1.3,3.4,40.1,0.6,0.7,74.1,2.8,1,0.6,0.2,1.3,0,0,11.01,147,2008-2009
WallySzczerbiak,Cleveland Cavaliers,13775000,SG,74,20.6,7,2.4,5.4,45,0.9,2.3,41.1,1.2,1.4,84.9,3.1,1.1,0.4,0.1,0.7,1,0,12.18,144,2008-2009
WillieGreen,Philadelphia 76ers,3388000,SG,81,22.6,8.5,3.5,8.1,43.5,0.6,2,31.7,0.8,1,72.9,1.6,2,0.7,0.2,0.8,0,0,11.16,124,2008-2009
YaoMing,Houston Rockets,15070550,C,77,33.6,19.7,7.4,13.4,54.8,0,0,100,4.9,5.7,86.6,9.9,1.8,0.4,1.9,3,38,0,22.74,21,2008-2009
ZazaPachulia,Atlanta Hawks,4.00E+06,C,77,19.1,6.2,2.1,4.2,49.7,0,0,0,2.1,3,70.9,5.7,0.7,0.5,0.3,1.2,4,0,14.14,153,2008-2009
AlHorford,Atlanta Hawks,4307640,C,81,35.1,14.2,5.8,10.5,55.1,0,0,100,2.6,3.3,78.9,9.9,2.3,0.7,1.1,1.5,39,0,19.43,61,2009-2010
AlJefferson,Minnesota Timberwolves,1.20E+07,C,76,32.4,17.1,7.4,14.8,49.8,0,0.1,0,2.4,3.5,68,9.3,1.8,0.8,1.3,1.8,35,0,19.03,37,2009-2010
AlThornton,Washington Wizards,1900200,SF,75,27.7,10.7,4.3,9,47.3,0.1,0.4,35.5,2,2.8,72.5,3.9,1.2,0.6,0.5,1.4,3,0,11.84,96,2009-2010
Amar'eStoudemire,Phoenix Suns,16378325,C,82,34.6,23.1,8.6,15.4,55.7,0,0.1,16.7,5.9,7.7,77.1,8.9,1,0.6,1,2.6,31,0,22.69,10,2009-2010
AmirJohnson,Toronto Raptors,3941667,C,82,17.7,6.2,2.5,4.1,62.3,0,0,0,1.2,1.8,63.8,4.8,0.6,0.5,0.8,0.8,2,0,16.69,161,2009-2010
AndersonVarejao,Cleveland Cavaliers,6363636,C,76,28.5,8.6,3.5,6.1,57.2,0,0.1,20,1.5,2.3,66.3,7.6,1.1,0.9,0.9,0.9,11,0,15.87,129,2009-2010
AndreaBargnani,Toronto Raptors,6527491,C,80,35,17.2,6.7,14.3,47,1.5,4.1,37.2,2.3,2.9,77.3,6.2,1.2,0.3,1.4,1.5,10,0,15.6,36,2009-2010
AndreIguodala,Philadelphia 76ers,12200000,SF,82,38.9,17.1,6,13.7,44.3,1.1,3.7,31,3.8,5.2,73.3,6.5,5.8,1.7,0.7,2.7,11,0,17.82,38,2009-2010
AndreMiller,Portland Trail Blazers,6730800,PG,82,30.5,14,4.9,11.1,44.5,0.2,1,20,3.9,4.8,82.1,3.2,5.4,1.1,0.1,2.1,9,0,18.18,64,2009-2010
AndresNocioni,Sacramento Kings,7500000,SF,75,19.7,8.5,3.1,7.8,39.9,1.3,3.3,38.6,0.9,1.3,71.7,3,1,0.4,0.3,0.9,0,0,11.17,133,2009-2010
AnthonyParker,Cleveland Cavaliers,2644231,SG,81,28.3,7.3,2.5,5.9,43.4,1.3,3.2,41.4,0.9,1.2,78.9,2.9,1.9,0.8,0.2,0.9,0,0,9.95,149,2009-2010
BaronDavis,LA Clippers,12100000,PG,75,33.6,15.3,5.5,13.5,40.6,1.1,3.9,27.7,3.2,3.9,82.1,3.5,8,1.7,0.6,2.8,18,1,17.47,54,2009-2010
BenoUdrih,Sacramento Kings,6031800,PG,79,31.4,12.9,5.3,10.6,49.3,0.9,2.5,37.7,1.5,1.8,83.7,2.8,4.7,1.1,0.1,1.7,6,1,15.76,72,2009-2010
BorisDiaw,Charlotte Bobcats,9.00E+06,C,82,35.4,11.3,4.5,9.4,48.3,0.8,2.5,32,1.4,1.8,76.9,5.2,4,0.7,0.7,2.2,5,0,12.8,87,2009-2010
BradMiller,Chicago Bulls,12250000,C,82,23.8,8.8,3,7.1,43,0.5,1.6,28,2.2,2.7,82.7,4.9,1.9,0.5,0.4,1.3,7,0,12.96,124,2009-2010
BrandonJennings,Milwaukee Bucks,2168520,G,82,32.6,15.5,5.5,14.8,37.1,1.8,4.7,37.4,2.7,3.3,81.7,3.4,5.7,1.3,0.2,2.4,2,0,14.58,51,2009-2010
BrandonRush,Indiana Pacers,1934160,SG,82,30.4,9.4,3.6,8.6,42.3,1.5,3.7,41.1,0.7,1.1,62.9,4.2,1.4,0.7,0.8,1.1,4,0,9.65,112,2009-2010
CarlLandry,Sacramento Kings,3.00E+06,PF,80,30.9,16.8,6.2,11.6,53.6,0,0,33.3,4.3,5.3,80.6,5.9,0.8,0.7,0.8,1.7,7,0,19.02,39,2009-2010
CarlosDelfino,Milwaukee Bucks,3500000,SG,75,30.4,11,4,9.8,40.8,1.8,4.9,36.7,1.2,1.6,78.2,5.3,2.7,1.1,0.3,1.6,4,0,12.92,90,2009-2010
CarmeloAnthony,Denver Nuggets,15779912,F,69,38.2,28.2,10,21.8,45.8,0.9,2.7,31.6,7.4,8.9,83,6.6,3.2,1.3,0.4,3,10,0,22.29,3,2009-2010
ChanningFrye,Phoenix Suns,1990000,PF,81,27,11.2,3.9,8.7,45.1,2.1,4.8,43.9,1.2,1.5,81,5.3,1.4,0.8,0.9,0.9,4,0,15.09,89,2009-2010
CharlieBell,Milwaukee Bucks,3602960,SG,71,22.7,6.5,2.4,6.2,38.1,1,2.8,36.5,0.7,0.9,71.6,1.9,1.5,0.5,0.2,0.8,0,0,7.92,157,2009-2010
CharlieVillanueva,Detroit Pistons,6500000,PF,78,23.7,11.9,4.7,10.6,43.9,1.3,3.6,35.1,1.4,1.7,81.5,4.7,0.7,0.6,0.7,0.9,2,0,16.09,82,2009-2010
ChaunceyBillups,Denver Nuggets,12100000,PG,73,34.1,19.5,5.5,13.2,41.8,2.2,5.6,38.6,6.4,7,91,3.1,5.6,1.1,0.1,2.4,4,0,20.25,20,2009-2010
ChrisAndersen,Denver Nuggets,3650000,PF,76,22.3,5.9,1.9,3.3,56.6,0,0,0,2.2,3.1,69.5,6.4,0.4,0.6,1.9,0.8,4,0,15.88,168,2009-2010
ChrisBosh,Toronto Raptors,15779912,PF,70,36.1,24,8.6,16.5,51.8,0.1,0.3,36.4,6.7,8.4,79.7,10.8,2.4,0.6,1,2.4,49,0,25.11,9,2009-2010
ChrisKaman,LA Clippers,10400000,C,76,34.3,18.5,7.8,15.8,49,0,0.1,0,3,4,74.9,9.3,1.6,0.5,1.2,2.9,33,0,16.59,25,2009-2010
ChuckHayes,Houston Rockets,2147750,PF,82,21.6,4.4,2,4,48.9,0,0,0,0.4,0.8,54.5,5.7,1.7,0.9,0.5,0.9,4,0,11.69,179,2009-2010
CoreyBrewer,Minnesota Timberwolves,2916120,SG,82,30.3,13,5,11.6,43.1,1,2.9,34.6,2,3.1,64.8,3.4,2.4,1.4,0.4,2,1,0,12.15,71,2009-2010
CraigSmith,LA Clippers,2300000,PF,75,16.4,7.8,3,5.3,56.9,0,0.1,20,1.8,2.8,63.5,3.8,1.1,0.4,0.3,1.2,1,0,16.99,143,2009-2010
D.J.Augustin,Charlotte Bobcats,2374680,PG,80,18.4,6.4,2.1,5.4,38.6,0.9,2.2,39.3,1.3,1.6,77.9,1.2,2.4,0.6,0.1,0.9,0,0,11.19,158,2009-2010
DahntayJones,Indiana Pacers,2500000,SG,76,24.9,10.2,3.8,8.2,46.1,0.1,0.4,12.5,2.6,3.4,77,3,2,0.5,0.5,1.7,1,0,10.87,102,2009-2010
DamienWilkins,Minnesota Timberwolves,3630000,SG,80,19.8,5.6,2.1,4.8,43.3,0.2,0.8,29.5,1.3,1.6,79.8,3.1,1.7,0.8,0.3,1,3,0,11.49,172,2009-2010
DannyGranger,Indiana Pacers,10130500,SF,62,36.7,24.1,7.9,18.4,42.8,2.5,7.1,36.1,5.9,6.9,84.8,5.5,2.8,1.5,0.8,2.5,3,0,19.85,8,2009-2010
DeMarDeRozan,Toronto Raptors,2282640,SG,77,21.6,8.6,3.3,6.6,49.8,0.1,0.2,25,1.9,2.5,76.3,2.9,0.7,0.6,0.2,0.8,0,0,12.58,128,2009-2010
DerekFisher,Los Angeles Lakers,5048000,PG,82,27.2,7.5,2.6,6.8,38,1,2.7,34.8,1.4,1.6,85.6,2.1,2.5,1.1,0.1,1,0,0,9.29,147,2009-2010
DerrickRose,Chicago Bulls,5184480,PG,78,36.8,20.8,8.6,17.6,48.9,0.2,0.8,26.7,3.3,4.3,76.6,3.8,6,0.7,0.3,2.8,6,0,18.69,12,2009-2010
DirkNowitzki,Dallas Mavericks,19795714,F,81,37.5,25,8.9,18.5,48.1,0.6,1.5,42.1,6.6,7.2,91.5,7.7,2.7,0.9,1,1.8,19,1,23.01,7,2009-2010
DorellWright,Miami Heat,2887165,SF,72,20.8,7.1,2.7,5.8,46.3,0.8,2.2,38.9,0.8,1,88.4,3.3,1.3,0.7,0.4,0.7,0,0,14.56,154,2009-2010
DrewGooden,LA Clippers,4580735,PF,70,25.1,10.9,4.1,8.6,47.8,0,0.1,12.5,2.7,3.1,86.1,7.7,0.7,0.6,0.8,1.5,19,0,16.95,93,2009-2010
DwightHoward,Orlando Magic,15202590,C,82,34.7,18.3,6.2,10.2,61.2,0,0.1,0,5.9,10,59.2,13.2,1.8,0.9,2.8,3.3,64,0,24.07,26,2009-2010
DwyaneWade,Miami Heat,15779912,G,77,36.3,26.6,9.3,19.6,47.6,0.9,3.2,30,6.9,9.1,76.1,4.8,6.5,1.8,1.1,3.3,17,0,28.1,5,2009-2010
EarlWatson,Indiana Pacers,2800000,PG,79,29.4,7.8,2.8,6.6,42.6,0.7,2.3,28.8,1.5,2.1,71,3,5.1,1.3,0.2,2.2,2,0,10.88,142,2009-2010
EltonBrand,Philadelphia 76ers,14858472,PF,76,30.2,13.1,5.4,11.3,48,0,0,0,2.3,3.1,73.8,6.1,1.4,1.1,1.1,1.7,7,0,15.72,70,2009-2010
ErsanIlyasova,Milwaukee Bucks,2100000,PF,81,23.4,10.4,4,9,44.3,1,3,33.6,1.4,2,71.5,6.4,1,0.7,0.3,0.9,11,0,15.8,98,2009-2010
GeraldWallace,Charlotte Bobcats,9500000,SF,76,41,18.2,6,12.4,48.4,0.7,1.8,37.1,5.6,7.2,77.6,10,2.1,1.5,1.1,2.3,33,0,18.39,28,2009-2010
GoranDragic,Phoenix Suns,1836000,PG,80,18,7.9,2.8,6.1,45.2,0.9,2.4,39.4,1.5,2,73.6,2.1,3,0.6,0.1,1.6,1,0,14.87,141,2009-2010
GrantHill,Phoenix Suns,3.00E+06,SF,81,30,11.3,4.1,8.7,47.8,0.4,1,43.8,2.5,3.1,81.7,5.5,2.4,0.7,0.4,1.3,6,0,14.07,88,2009-2010
HakimWarrick,Milwaukee Bucks,3.00E+06,PF,76,20.5,9.6,3.5,7.2,48.2,0,0.1,14.3,2.7,3.6,73.7,4.1,0.7,0.3,0.2,1.1,3,0,15.7,110,2009-2010
HedoTurkoglu,Toronto Raptors,9.00E+06,SF,74,30.7,11.3,3.7,9.1,41,1.5,3.9,37.4,2.4,3.1,77.4,4.6,4.1,0.7,0.4,1.7,2,0,13.33,86,2009-2010
J.J.Barea,Dallas Mavericks,1657500,PG,78,19.8,7.6,3,6.8,44,0.7,2,35.7,1,1.2,84.4,1.9,3.3,0.4,0.1,1.3,0,0,12.84,145,2009-2010
JamalCrawford,Atlanta Hawks,9360000,SF,79,31.1,18,6.3,14,44.9,2.1,5.4,38.2,3.4,4,85.7,2.5,3,0.8,0.2,1.7,0,0,18.5,29,2009-2010
JamesHarden,Oklahoma City Thunder,4004160,PG,76,22.9,9.9,3.1,7.6,40.3,1.2,3.3,37.5,2.6,3.2,80.8,3.2,1.8,1.1,0.3,1.4,0,0,14.05,108,2009-2010
JarrettJack,Toronto Raptors,5.00E+06,G,82,27.4,11.4,3.9,8.2,48.1,1,2.4,41.2,2.5,2.9,84.2,2.7,5,0.7,0.1,2,2,0,16.34,85,2009-2010
JasonKidd,Dallas Mavericks,8100000,PG,80,36,10.3,3.6,8.4,42.3,2.2,5.2,42.5,1,1.2,80.8,5.6,9.1,1.8,0.4,2.4,26,2,17.2,100,2009-2010
JasonMaxiell,Detroit Pistons,5.00E+06,PF,76,20.4,6.8,2.8,5.5,51.1,0,0,0,1.2,2,57.4,5.3,0.5,0.5,0.5,0.9,7,0,14.07,155,2009-2010
JasonRichardson,Phoenix Suns,13333332,SG,79,31.5,15.7,6,12.6,47.4,2,5.1,39.3,1.7,2.3,73.9,5.1,1.8,0.8,0.4,1.2,3,0,16.63,49,2009-2010
JasonTerry,Dallas Mavericks,9075000,G,77,33,16.6,5.9,13.5,43.8,1.8,4.8,36.5,3,3.5,86.6,1.8,3.8,1.2,0.2,1.4,1,0,16.58,41,2009-2010
JasonThompson,Sacramento Kings,2035920,PF,75,31.4,12.5,4.9,10.5,47.2,0,0.1,10,2.6,3.7,71.5,8.5,1.7,0.5,1,1.9,24,0,14.6,73,2009-2010
JeffGreen,Oklahoma City Thunder,3516960,SF,82,37.1,15.1,5.9,13,45.3,1.3,3.8,33.3,2,2.7,74,6,1.6,1.3,0.9,1.6,11,0,13.82,55,2009-2010
JermaineO'Neal,Miami Heat,23016000,C,70,28.4,13.6,5.6,10.6,52.9,0,0,0,2.3,3.2,72,6.9,1.3,0.4,1.4,1.8,14,0,17.92,67,2009-2010
JerrydBayless,Portland Trail Blazers,2143080,PG,74,17.6,8.5,2.7,6.5,41.4,0.4,1.2,31.5,2.7,3.3,83.1,1.6,2.3,0.4,0.1,1.3,0,0,14.38,130,2009-2010
JJRedick,Orlando Magic,2839408,SG,82,22,9.6,3,6.7,43.9,1.4,3.3,40.5,2.3,2.7,86,1.9,1.9,0.3,0,0.8,0,0,15.03,111,2009-2010
JoeJohnson,Atlanta Hawks,14976754,G,76,38,21.3,8.4,18.2,45.8,1.7,4.6,36.9,2.9,3.5,81.8,4.6,4.9,1.1,0.1,1.9,4,0,19.33,11,2009-2010
JohnSalmons,Milwaukee Bucks,6429151,SF,81,34.9,15.4,5.4,12.2,44.1,1.5,3.8,38.2,3.1,3.8,83,3.3,2.8,1.2,0.3,1.5,0,0,14.7,53,2009-2010
JonnyFlynn,Minnesota Timberwolves,2969280,PG,81,28.9,13.5,4.9,11.8,41.7,1,2.7,35.8,2.8,3.3,82.6,2.4,4.4,1,0,2.9,0,0,13.06,69,2009-2010
JordanFarmar,Los Angeles Lakers,1947240,PG,82,18,7.2,2.7,6.3,43.5,1,2.8,37.6,0.7,1,67.1,1.6,1.5,0.6,0.1,0.9,0,0,12.34,152,2009-2010
JoshSmith,Atlanta Hawks,10800000,PF,81,35.4,15.7,6.2,12.3,50.5,0,0.1,0,3.2,5.2,61.8,8.7,4.2,1.6,2.1,2.4,27,1,21.04,50,2009-2010
JRSmith,Denver Nuggets,6171426,G,75,27.7,15.4,5.7,13.8,41.4,2.1,6.2,33.8,1.9,2.7,70.6,3.1,2.4,1.3,0.3,1.9,0,0,15.15,52,2009-2010
JrueHoliday,Philadelphia 76ers,1514280,PG,73,24.2,8,3.2,7.1,44.2,0.8,2.2,39,0.9,1.2,75.6,2.6,3.8,1.1,0.2,2.1,2,0,12.36,140,2009-2010
KendrickPerkins,Boston Celtics,4500000,C,78,27.6,10.1,4,6.7,60.2,0,0,0,2.1,3.6,58.2,7.6,1,0.3,1.7,2.1,14,0,15.08,103,2009-2010
KevinDurant,Oklahoma City Thunder,4796880,SF,82,39.5,30.1,9.7,20.3,47.6,1.6,4.3,36.5,9.2,10.2,90,7.6,2.8,1.4,1,3.3,25,0,26.23,1,2009-2010
KirkHinrich,Chicago Bulls,9500000,SG,74,33.5,10.9,4.2,10.2,40.9,1.4,3.8,37.1,1.1,1.5,75.2,3.5,4.5,1.1,0.3,1.5,1,0,11.61,94,2009-2010
KobeBryant,Los Angeles Lakers,23034375,SF,73,38.8,27,9.8,21.5,45.6,1.4,4.1,32.9,6,7.4,81.1,5.4,5,1.5,0.3,3.2,7,0,21.95,4,2009-2010
