NAME,TEAM,SALARY,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER,RK,Duration
VictorOladipo,Orlando Magic,4763760,SG,80,31.1,13.8,4.9,11.7,41.9,0.9,2.8,32.7,3.1,4,78,4.1,4.1,1.6,0.5,3.2,7,1,13.64,72,2013-2014
VinceCarter,Dallas Mavericks,3180000,SG,81,24.4,11.9,4.1,10,40.7,1.8,4.6,39.4,2,2.4,82.1,3.5,2.6,0.8,0.4,1.3,1,0,15.97,102,2013-2014
WesleyMatthews,Portland Trail Blazers,6875480,SG,82,33.9,16.4,5.4,12.3,44.1,2.5,6.2,39.3,3.1,3.7,83.7,3.5,2.4,0.9,0.2,1.3,1,0,15.7,46,2013-2014
WilsonChandler,Denver Nuggets,6344164,SF,62,31.1,13.6,5,11.9,41.6,2,5.7,34.8,1.8,2.5,72.4,4.7,1.8,0.7,0.5,1.3,2,0,12.48,76,2013-2014
ZachRandolph,Memphis Grizzlies,18238333,F,79,34.2,17.4,7.1,15.2,46.7,0,0.3,10,3.2,4.3,74.2,10.1,2.5,0.7,0.3,2.3,47,0,18.37,36,2013-2014
AlexLen,Phoenix Suns,3649920,C,69,22,6.3,2.6,5.1,50.7,0,0,33.3,1.1,1.5,70.2,6.6,0.5,0.5,1.5,1.1,10,0,13.54,215,2014-2015
AlHorford,Atlanta Hawks,1.20E+07,C,76,30.5,15.2,6.8,12.7,53.8,0.1,0.5,30.6,1.4,1.9,75.9,7.2,3.2,0.9,1.3,1.3,14,1,21.43,53,2014-2015
AlJefferson,Charlotte Hornets,13500000,C,65,30.6,16.6,7.5,15.5,48.1,0,0.1,40,1.7,2.5,65.5,8.4,1.7,0.7,1.3,1,22,0,19.75,33,2014-2015
AmirJohnson,Toronto Raptors,7.00E+06,C,75,26.4,9.3,4,6.9,57.4,0.3,0.6,41.3,1.1,1.7,61.2,6.1,1.6,0.6,0.8,1.5,6,0,15.43,143,2014-2015
AndreDrummond,Detroit Pistons,2568360,C,82,30.5,13.8,6,11.7,51.4,0,0,0,1.7,4.5,38.9,13.5,0.7,0.9,1.9,1.5,48,0,21.5,66,2014-2015
AndrewWiggins,Minnesota Timberwolves,5510640,SF,82,36.2,16.9,6.1,13.9,43.7,0.5,1.5,31,4.3,5.7,76,4.6,2.1,1,0.6,2.2,2,0,13.97,31,2014-2015
AnthonyMorrow,Oklahoma City Thunder,3200000,SG,74,24.4,10.7,3.9,8.3,46.3,1.9,4.4,43.4,1.1,1.2,88.8,2.6,0.8,0.7,0.1,0.5,2,0,14.88,112,2014-2015
AnthonyTolliver,Phoenix Suns,3.00E+06,PF,76,18.8,6.3,2.1,5.2,41,1.4,3.8,36.6,0.7,0.9,78.3,3.1,0.8,0.3,0.2,0.7,1,0,11.1,210,2014-2015
ArronAfflalo,Portland Trail Blazers,7500000,G,78,32.1,13.3,4.8,11.3,42.4,1.5,4.3,35.4,2.1,2.5,84.3,3.2,1.7,0.5,0.1,1.5,0,0,10.7,73,2014-2015
AveryBradley,Boston Celtics,7191011,SG,77,31.5,13.9,5.6,13.2,42.8,1.6,4.6,35.2,1,1.3,79,3.1,1.8,1.1,0.2,1.4,1,0,11.51,64,2014-2015
BenMcLemore,Sacramento Kings,3026280,G,82,32.6,12.1,4.4,10.1,43.7,1.7,4.8,35.8,1.6,2,81.3,2.9,1.7,0.9,0.2,1.7,0,0,10.42,86,2014-2015
BenoUdrih,Memphis Grizzlies,2077000,PG,79,18.9,7.7,3.1,6.4,48.7,0.3,1.2,26.8,1.1,1.3,85.3,1.8,2.8,0.6,0.1,1.1,0,0,15.49,178,2014-2015
BismackBiyombo,Charlotte Hornets,3873398,C,64,19.4,4.8,1.6,2.9,54.3,0,0,0,1.6,2.7,58.3,6.4,0.3,0.3,1.5,0.8,6,0,15.18,244,2014-2015
BlakeGriffin,LA Clippers,17674613,PF,67,35.2,21.9,8.6,17.1,50.2,0.1,0.4,40,4.6,6.4,72.8,7.6,5.3,0.9,0.5,2.3,18,0,22.86,8,2014-2015
BojanBogdanovic,Brooklyn Nets,3278000,SF,78,23.8,9,3.3,7.4,45.3,1.2,3.3,35.5,1.1,1.4,82.1,2.7,0.9,0.4,0.1,1,0,0,11.64,146,2014-2015
BrandanWright,Phoenix Suns,5.00E+06,F,75,19.3,7.3,3.1,4.8,64.2,0,0,0,1,1.5,69.6,4.3,0.5,0.7,1.3,0.5,3,0,20.44,189,2014-2015
BrandonBass,Boston Celtics,6900000,PF,82,23.5,10.6,4.2,8.3,50.4,0.1,0.4,28.1,2.1,2.6,79,4.9,1.3,0.5,0.4,1,5,0,16.39,113,2014-2015
BrandonKnight,Phoenix Suns,3553917,PG,63,32.3,17,6,14.1,42.2,2,5.1,38.9,3.1,3.5,87.4,3.9,5.2,1.4,0.2,3,2,0,17.17,30,2014-2015
BrianRoberts,Charlotte Hornets,2732000,PG,72,18.5,6.7,2.4,6.3,38.9,0.9,2.7,32.1,0.9,1,89.2,1.5,2.3,0.5,0.1,0.8,0,0,11.74,205,2014-2015
BrookLopez,Brooklyn Nets,15719062,C,72,29.2,17.2,7,13.7,51.3,0,0.1,10,3.1,3.8,81.4,7.4,0.7,0.6,1.8,1.4,17,0,22.76,27,2014-2015
CarlLandry,Sacramento Kings,6500000,PF,70,17,7.2,2.7,5.3,51.5,0,0,0,1.8,2.1,82,3.8,0.4,0.2,0.2,0.8,3,0,14.93,192,2014-2015
CarlosBoozer,Los Angeles Lakers,3251000,PF,71,23.8,11.8,5.2,10.5,49.9,0,0,0,1.3,2.1,62.7,6.8,1.3,0.6,0.2,1.3,10,0,16.5,97,2014-2015
CaronButler,Detroit Pistons,4500000,SF,78,20.8,5.9,2.1,5.1,40.7,1.1,2.8,37.9,0.7,0.8,90.2,2.5,1,0.6,0.1,0.6,0,0,9.31,224,2014-2015
ChandlerParsons,Dallas Mavericks,14700000,SF,66,33.1,15.7,5.8,12.6,46.2,2,5.3,38,2.1,2.9,72,4.9,2.4,1,0.3,1.5,3,0,16.37,47,2014-2015
ChanningFrye,Orlando Magic,8579088,PF,75,24.9,7.3,2.5,6.5,39.2,1.8,4.6,39.3,0.4,0.5,88.6,3.9,1.3,0.6,0.5,1,2,0,9.54,188,2014-2015
ChaseBudinger,Minnesota Timberwolves,5.00E+06,SF,67,19.2,6.8,2.5,5.8,43.3,0.8,2.1,36.4,1,1.2,82.7,3,1,0.7,0.1,0.7,0,0,12.26,203,2014-2015
ChrisAndersen,Miami Heat,5375000,PF,60,18.9,5.3,2,3.5,58,0.1,0.2,30.8,1.3,1.9,66.7,5,0.7,0.4,1,0.7,1,0,16.12,234,2014-2015
ChrisKaman,Portland Trail Blazers,4800000,C,74,18.9,8.6,3.8,7.4,51.5,0,0,0,1,1.4,70.6,6.5,0.9,0.2,0.7,1.5,4,0,17.38,155,2014-2015
ChrisPaul,LA Clippers,20068563,PG,82,34.8,19.1,6.9,14.3,48.5,1.7,4.3,39.8,3.5,3.9,90,4.6,10.2,1.9,0.2,2.3,40,1,26.04,18,2014-2015
CJMcCollum,Portland Trail Blazers,2421000,SG,62,15.7,6.8,2.6,5.9,43.6,0.9,2.2,39.6,0.8,1.2,69.9,1.5,1,0.7,0.1,0.8,0,0,13.15,202,2014-2015
CJMiles,Indiana Pacers,4205000,SF,70,26.3,13.5,4.7,11.8,39.8,2.2,6.4,34.5,1.9,2.3,80.7,3.1,1.1,0.9,0.4,1,1,0,14.18,69,2014-2015
CodyZeller,Charlotte Hornets,4030560,C,62,24,7.6,2.8,6,46.1,0,0,100,2,2.6,77.4,5.8,1.6,0.5,0.8,1,2,0,14.15,180,2014-2015
CoreyBrewer,Minnesota Timberwolves,4702500,SG,80,26.1,11.5,4.3,10.1,42.6,0.8,2.9,26.8,2.1,2.8,74.3,3.7,2.2,1.4,0.2,1.6,3,0,13.98,107,2014-2015
CourtneyLee,Memphis Grizzlies,5450000,SG,77,30.6,10.1,3.7,8.4,44.8,1.2,2.9,40.2,1.4,1.7,86,2.3,2,1,0.2,1,0,0,11.51,125,2014-2015
D.J.Augustin,Oklahoma City Thunder,3.00E+06,PG,82,24,9.5,3.1,7.9,39.9,1,3,33.7,2.2,2.5,86.8,2,4.3,0.6,0,1.8,4,0,13.92,138,2014-2015
DamianLillard,Portland Trail Blazers,3340920,PG,82,35.7,21,7.2,16.6,43.4,2.4,7,34.3,4.2,4.9,86.4,4.6,6.2,1.2,0.3,2.7,6,0,20.79,13,2014-2015
DaniloGallinari,Denver Nuggets,10854850,SF,59,24.2,12.4,3.9,9.6,40.1,1.8,5.1,35.5,2.9,3.2,89.5,3.7,1.4,0.8,0.3,1,0,0,16.81,82,2014-2015
DarrellArthur,Denver Nuggets,3457149,F,58,17,6.6,2.7,6.6,40.4,0.4,1.9,23.6,0.8,1,78,2.9,1,0.8,0.4,0.8,2,0,11.57,206,2014-2015
DavidWest,Indiana Pacers,1.20E+07,F,66,28.7,11.7,4.9,10.4,47.1,0.1,0.3,20,1.8,2.4,73.9,6.8,3.4,0.7,0.7,1.8,7,0,16.06,101,2014-2015
DeAndreJordan,LA Clippers,11440123,C,82,34.4,11.5,4.6,6.5,71,0,0,25,2.3,5.7,39.7,15,0.7,1,2.2,1.3,47,0,21.05,103,2014-2015
DeMarcusCousins,Sacramento Kings,14746000,C,59,34.1,24.1,8.4,18.1,46.7,0,0.1,25,7.2,9.2,78.2,12.7,3.6,1.5,1.7,4.3,47,2,25.29,5,2014-2015
DeMarDeRozan,Toronto Raptors,10100000,SG,60,35,20.1,6.8,16.5,41.3,0.4,1.5,28.4,6,7.2,83.2,4.6,3.5,1.2,0.2,2.3,4,0,17.46,14,2014-2015
DeMarreCarroll,Atlanta Hawks,2442455,SF,70,31.3,12.6,4.5,9.3,48.7,1.7,4.3,39.5,1.8,2.6,70.2,5.3,1.7,1.3,0.2,1.1,3,0,15.94,80,2014-2015
DennisSchroder,Atlanta Hawks,1690680,PG,77,19.7,10,3.7,8.6,42.7,0.7,1.9,35.1,1.9,2.3,82.7,2.1,4.1,0.6,0.1,1.9,5,0,15.74,129,2014-2015
DeronWilliams,Brooklyn Nets,19754465,PG,68,31.1,13,4.4,11.3,38.7,1.3,3.5,36.7,3,3.5,83.4,3.5,6.6,0.9,0.3,2.3,11,0,15.73,74,2014-2015
DerrickWilliams,Sacramento Kings,6331404,PF,74,19.8,8.3,2.9,6.6,44.7,0.7,2.1,31.4,1.8,2.6,68.4,2.7,0.7,0.5,0.1,0.8,1,0,12.89,159,2014-2015
DevinHarris,Dallas Mavericks,3878896,PG,76,22.2,8.8,2.9,6.9,41.8,1.3,3.5,35.7,1.7,2.1,81.5,1.8,3.1,1,0.2,1.1,0,0,14.86,152,2014-2015
DionWaiters,Oklahoma City Thunder,4062000,SG,80,27.6,11.8,4.7,11.8,39.6,0.9,3.1,29.7,1.5,2.2,68,2.4,2,1.1,0.3,1.4,1,0,10.93,98,2014-2015
DirkNowitzki,Dallas Mavericks,7974482,F,77,29.6,17.3,6.3,13.8,45.9,1.4,3.6,38,3.3,3.8,88.2,5.9,1.9,0.5,0.4,1.1,6,0,19.26,26,2014-2015
DwyaneWade,Miami Heat,1.50E+07,G,62,31.8,21.5,8.2,17.5,47,0.5,1.6,28.4,4.6,6,76.8,3.5,4.8,1.2,0.3,3.4,3,0,21.44,11,2014-2015
ElfridPayton,Orlando Magic,2397840,PG,82,30.4,8.9,3.7,8.6,42.5,0.1,0.5,26.2,1.4,2.6,55.1,4.3,6.5,1.7,0.2,2.5,12,2,13.87,148,2014-2015
EricBledsoe,Phoenix Suns,1.30E+07,PG,81,34.6,17,5.8,12.9,44.7,1.1,3.4,32.4,4.4,5.4,80,5.2,6.1,1.6,0.6,3.4,13,2,18.47,29,2014-2015
ErsanIlyasova,Milwaukee Bucks,7900000,PF,58,22.7,11.5,4.5,9.6,47.2,1.3,3.3,38.9,1.2,1.8,64.5,4.8,1,0.6,0.3,0.8,6,0,16.9,104,2014-2015
EvanTurner,Boston Celtics,3278000,SG,82,27.6,9.5,3.9,9.1,42.9,0.4,1.5,27.7,1.3,1.7,75.2,5.1,5.5,1,0.2,2.4,7,3,12.88,137,2014-2015
GeraldGreen,Phoenix Suns,3500000,SG,74,19.5,11.9,4.4,10.5,41.6,1.9,5.2,35.4,1.3,1.6,82.5,2.5,1.2,0.6,0.2,1.4,0,0,15.47,94,2014-2015
GeraldHenderson,Charlotte Hornets,6.00E+06,SG,80,28.9,12.1,4.6,10.6,43.7,0.6,1.7,33.1,2.3,2.7,84.8,3.4,2.6,0.6,0.3,1.4,2,0,13.29,87,2014-2015
GiannisAntetokounmpo,Milwaukee Bucks,1873200,PF,81,31.4,12.7,4.7,9.6,49.1,0.1,0.5,15.9,3.2,4.3,74.1,6.7,2.6,0.9,1,2.1,10,0,14.89,78,2014-2015
GoranDragic,Phoenix Suns,7500000,PG,78,33.8,16.3,6.4,12.8,50.1,1.2,3.3,34.7,2.3,3,77.3,3.5,4.5,1,0.2,2.2,4,0,17.47,39,2014-2015
GregMonroe,Detroit Pistons,5479934,C,69,31,15.9,6.1,12.4,49.6,0,0,0,3.7,4.9,75,10.2,2.1,1.1,0.5,2.2,35,0,21.26,44,2014-2015
GreivisVasquez,Toronto Raptors,6400000,PG,82,24.3,9.5,3.6,8.8,40.8,1.6,4.3,37.9,0.6,0.8,75.8,2.6,3.7,0.6,0.1,1.5,0,0,12.67,139,2014-2015
IanMahinmi,Indiana Pacers,4.00E+06,C,61,18.8,4.3,1.9,3.5,55.2,0,0,0,0.5,1.7,30.4,5.8,0.5,0.5,0.8,1,2,0,10.84,250,2014-2015
IsaiahThomas,Phoenix Suns,7238606,PG,67,25.8,16.4,5,11.9,42.1,1.9,5.2,37.3,4.5,5.2,86.8,2.3,4.2,0.9,0.1,2.1,0,0,20.63,36,2014-2015
JamalCrawford,LA Clippers,5450000,SF,64,26.6,15.8,5.2,13.1,39.6,1.9,5.7,32.7,3.5,3.9,90.1,1.9,2.5,0.9,0.2,1.4,0,0,16.71,46,2014-2015
JameerNelson,Denver Nuggets,2732000,G,63,22.3,8.3,3.3,8,40.7,1.4,4.1,34.5,0.4,0.6,66.7,2.3,4,0.7,0.1,1.7,0,0,12.14,161,2014-2015
JamesHarden,Houston Rockets,14728844,PG,81,36.8,27.4,8,18.1,44,2.6,6.9,37.5,8.8,10.2,86.8,5.7,7,1.9,0.7,4,21,4,26.76,2,2014-2015
JamesJohnson,Toronto Raptors,2500000,PF,70,19.6,7.9,3.4,5.8,58.9,0.2,0.7,21.6,1,1.5,65.7,3.7,1.4,0.8,1,1.1,2,0,17.93,169,2014-2015
JaredDudley,Milwaukee Bucks,4250000,SF,72,23.8,7.2,2.8,5.9,46.8,1,2.7,38.5,0.7,0.9,71.6,3.1,1.8,1,0.2,0.9,0,0,12.31,191,2014-2015
JarrettJack,Brooklyn Nets,6300000,G,80,28,12,4.5,10.2,43.9,0.5,1.8,26.7,2.5,2.8,88.1,3.1,4.7,0.9,0.2,2.4,5,0,14.64,93,2014-2015
JasonTerry,Houston Rockets,5850313,G,77,21.3,7,2.4,5.8,42.2,1.6,4.2,39,0.5,0.6,81.3,1.6,1.9,0.9,0.2,1,0,0,11.48,197,2014-2015
JasonThompson,Sacramento Kings,6037500,PF,81,24.6,6.1,2.5,5.3,47,0,0,0,1.1,1.8,62.2,6.5,1,0.4,0.7,1,7,0,10.23,217,2014-2015
JeffGreen,Memphis Grizzlies,9200000,SF,78,31.5,15,5.3,12.4,43,1.2,3.7,33.2,3.1,3.7,83.3,4.2,1.7,0.7,0.4,1.4,1,0,14.48,54,2014-2015
JeffTeague,Atlanta Hawks,8.00E+06,PG,73,30.5,15.9,5.6,12.2,46,1,2.8,34.3,3.8,4.4,86.2,2.5,7,1.7,0.4,2.8,10,0,20.64,43,2014-2015
JeremyLin,Los Angeles Lakers,8374646,PG,74,25.8,11.2,3.7,8.8,42.4,0.9,2.4,36.9,2.9,3.6,79.5,2.6,4.6,1.1,0.4,2.2,3,0,15.65,109,2014-2015
JerrydBayless,Milwaukee Bucks,3.00E+06,PG,77,22.3,7.8,2.9,6.7,42.6,0.5,1.6,30.8,1.6,1.8,88.3,2.7,3,0.8,0.2,1.7,0,0,11.18,174,2014-2015
JimmyButler,Chicago Bulls,2008748,SG,65,38.7,20,6.5,14,46.2,1.1,3,37.8,5.9,7.1,83.4,5.8,3.3,1.8,0.6,1.4,4,0,21.32,15,2014-2015
JJHickson,Denver Nuggets,5381750,C,73,19.3,7.6,3,6.3,47.5,0,0,0,1.6,2.8,57.7,6.2,0.8,0.5,0.5,1.3,9,0,14.39,181,2014-2015
JJRedick,LA Clippers,6792500,SG,78,30.9,16.4,5.7,12,47.7,2.6,5.9,43.7,2.3,2.6,90.1,2.1,1.8,0.5,0.1,1.2,0,0,16.23,38,2014-2015
JoakimNoah,Chicago Bulls,12700000,C,67,30.6,7.2,2.8,6.4,44.5,0,0,0,1.6,2.6,60.3,9.6,4.7,0.7,1.1,1.8,15,0,15.35,190,2014-2015
JodieMeeks,Detroit Pistons,6.00E+06,SG,60,24.4,11.1,3.7,8.9,41.6,1.2,3.5,34.9,2.4,2.7,90.6,1.7,1.3,1,0.1,1,0,0,14.18,110,2014-2015
JoeJohnson,Brooklyn Nets,23180790,G,80,34.9,14.4,5.6,12.8,43.5,1.5,4.2,35.9,1.8,2.2,80.1,4.8,3.7,0.7,0.2,1.7,3,0,14.11,57,2014-2015
JohnHenson,Milwaukee Bucks,1987320,PF,67,18.3,7,2.9,5.2,56.6,0,0,0,1.2,2,56.9,4.7,0.9,0.4,2,1.3,2,0,18.08,198,2014-2015
JonasJerebko,Detroit Pistons,4500000,PF,75,16.4,6,2.3,5.1,44.6,0.7,1.9,38.6,0.7,0.9,84.8,3.8,0.9,0.6,0.2,0.6,1,0,14.99,222,2014-2015
JonasValanciunas,Toronto Raptors,3678360,C,80,26.2,12,4.7,8.2,57.2,0,0,0,2.7,3.5,78.6,8.7,0.5,0.4,1.2,1.4,22,0,20.6,90,2014-2015
JordanHill,Los Angeles Lakers,9.00E+06,C,70,26.8,12,5.1,11.1,45.9,0,0.2,27.3,1.8,2.4,73.8,7.9,1.5,0.5,0.7,1.5,22,0,16.21,92,2014-2015
JoshSmith,Houston Rockets,2077000,PF,83,27.7,12.4,5,11.9,41.9,0.9,2.7,31.6,1.5,3.1,49.8,6.4,3.3,1,1.4,2.5,15,0,14.92,83,2014-2015
JusufNurkic,Denver Nuggets,1762680,C,62,17.8,6.9,2.8,6.2,44.6,0,0,0,1.4,2.1,63.6,6.2,0.8,0.8,1.1,1.4,4,0,14.84,200,2014-2015
KellyOlynyk,Boston Celtics,2075760,PF,64,22.3,10.3,3.9,8.3,47.5,1,2.7,34.9,1.5,2.1,68.4,4.7,1.7,1,0.6,1.5,3,0,15.93,120,2014-2015
KembaWalker,Charlotte Hornets,3272091,PG,62,34.2,17.3,6.1,15.8,38.5,1.4,4.5,30.4,3.8,4.6,82.7,3.5,5.1,1.4,0.5,1.6,4,0,17.66,25,2014-2015
KennethFaried,Denver Nuggets,2249768,PF,75,27.8,12.6,5,9.8,50.7,0,0.1,12.5,2.7,3.8,69.1,8.9,1.2,0.8,0.8,1.6,26,0,18.46,81,2014-2015
KentaviousCaldwell-Pope,Detroit Pistons,2772480,SG,82,31.5,12.7,4.8,11.9,40.1,1.9,5.4,34.5,1.3,1.9,69.6,3.1,1.3,1.1,0.2,1.1,0,0,11.25,77,2014-2015
KentBazemore,Atlanta Hawks,2.00E+06,PG,75,17.7,5.2,1.9,4.4,42.6,0.6,1.8,36.4,0.8,1.3,60,3,1,0.7,0.4,1,0,0,9.7,236,2014-2015
KevinLove,Cleveland Cavaliers,15719063,PF,75,33.8,16.4,5.5,12.7,43.4,1.9,5.2,36.7,3.4,4.3,80.4,9.7,2.2,0.7,0.5,1.6,38,0,18.89,37,2014-2015
KirkHinrich,Chicago Bulls,2732000,SG,66,24.4,5.7,2.2,5.8,37.3,0.9,2.5,34.5,0.5,0.8,70,1.8,2.2,0.7,0.2,1.1,0,0,6.82,229,2014-2015
KostaKoufos,Memphis Grizzlies,3.00E+06,C,81,16.6,5.2,2.2,4.4,50.8,0,0,0,0.7,1,64.7,5.3,0.5,0.4,0.8,0.9,0,0,14.21,237,2014-2015
KyleKorver,Atlanta Hawks,6253521,SG,75,32.2,12.1,3.9,8,48.7,2.9,6,49.2,1.4,1.6,89.8,4.1,2.6,0.7,0.6,1.4,1,0,14.8,85,2014-2015
KyleLowry,Toronto Raptors,1.20E+07,PG,70,34.5,17.8,6.1,14.9,41.2,1.9,5.6,33.8,3.6,4.5,80.8,4.7,6.8,1.6,0.2,2.5,13,2,19.33,22,2014-2015
KyrieIrving,Cleveland Cavaliers,7070730,PG,75,36.4,21.7,7.7,16.5,46.8,2.1,5,41.5,4.2,4.9,86.3,3.2,5.2,1.5,0.3,2.5,6,0,21.57,9,2014-2015
LaMarcusAldridge,Portland Trail Blazers,16006000,C,71,35.4,23.4,9.3,19.9,46.6,0.5,1.5,35.2,4.3,5.1,84.5,10.2,1.7,0.7,1,1.7,39,0,22.85,7,2014-2015
LanceStephenson,Charlotte Hornets,9.00E+06,SG,61,25.8,8.2,3.4,9,37.6,0.3,1.7,17.1,1.1,1.8,62.7,4.5,3.9,0.6,0.1,2.1,2,0,8.87,163,2014-2015
LeBronJames,Cleveland Cavaliers,20644400,SF,69,36.1,25.3,9,18.5,48.8,1.7,4.9,35.4,5.4,7.7,71,6,7.4,1.6,0.7,3.9,22,2,26.01,3,2014-2015
LouWilliams,Toronto Raptors,5450000,SG,80,25.2,15.5,4.7,11.6,40.4,1.9,5.6,34,4.3,4.9,86.1,1.9,2.1,1.1,0.1,1.3,0,0,19.9,48,2014-2015
LucMbahaMoute,Philadelphia 76ers,4382576,F,67,28.6,9.9,3.7,9.5,39.5,0.9,3,30.7,1.4,2.4,58.9,4.9,1.6,1.2,0.3,1.5,4,0,10.6,132,2014-2015
LuisScola,Indiana Pacers,4868499,F,81,20.5,9.4,3.7,7.9,46.7,0.1,0.2,25,2,2.8,69.9,6.5,1.3,0.6,0.2,1.2,9,0,16.84,141,2014-2015
LuolDeng,Miami Heat,9714461,SF,72,33.6,14,5.1,10.9,46.9,1.1,3.1,35.5,2.7,3.5,76.1,5.2,1.9,0.9,0.3,1.5,5,0,15.55,62,2014-2015
MarcGasol,Memphis Grizzlies,15829688,C,81,33.2,17.4,6.5,13.2,49.4,0,0.2,17.6,4.3,5.4,79.5,7.8,3.8,0.9,1.6,2.2,20,0,21.73,24,2014-2015
MarcusMorris,Phoenix Suns,2943221,PF,81,25.2,10.4,4.1,9.4,43.4,1.4,3.9,35.8,0.9,1.4,62.8,4.8,1.6,0.8,0.2,0.9,5,0,13.73,116,2014-2015
MarcusSmart,Boston Celtics,3283320,PG,67,27,7.8,2.6,7.1,36.7,1.4,4.1,33.5,1.2,1.9,64.6,3.3,3.1,1.5,0.3,1.3,0,0,11.02,172,2014-2015
MarioChalmers,Miami Heat,4.00E+06,G,80,29.6,10.2,3.3,8.3,40.3,0.9,3.1,29.4,2.6,3.3,77.4,2.6,3.8,1.5,0.1,2.2,4,0,11.76,121,2014-2015
MarkieffMorris,Phoenix Suns,2989239,PF,82,31.5,15.3,6.2,13.4,46.5,0.7,2.2,31.8,2.2,2.8,76.3,6.2,2.3,1.2,0.5,2.1,12,0,15.81,50,2014-2015
MarvinWilliams,Charlotte Hornets,7.00E+06,PF,78,26.1,7.4,2.7,6.3,42.4,1.2,3.4,35.8,0.8,1.1,71.3,4.9,1.3,0.9,0.5,0.8,1,0,11.79,184,2014-2015
MattBarnes,LA Clippers,3396250,SF,76,29.9,10.1,3.6,8.2,44.4,1.8,4.9,36.2,1,1.3,77.9,4,1.5,0.9,0.7,1.1,1,0,11.29,127,2014-2015
MichaelCarter-Williams,Philadelphia 76ers,2300040,PG,66,32.6,14.6,5.5,13.9,39.6,0.5,2.3,23.5,3.1,4.4,69.4,5.3,6.7,1.7,0.5,3.8,11,3,14.13,55,2014-2015
MikeConley,Memphis Grizzlies,8694216,PG,70,31.8,15.8,5.6,12.6,44.6,1.5,4,38.6,3.1,3.6,85.9,3,5.4,1.3,0.2,2.2,6,0,18.61,45,2014-2015
MikeDunleavy,Chicago Bulls,3326235,SG,63,29.2,9.4,3.3,7.6,43.5,1.7,4.2,40.7,1.1,1.4,80.5,3.9,1.8,0.6,0.3,1,0,0,11.64,140,2014-2015
MikeScott,Atlanta Hawks,3333333,PF,68,16.5,7.8,3,6.7,44.4,1,2.8,34.4,0.9,1.1,79.2,2.9,1.1,0.4,0,0.6,0,0,15.14,173,2014-2015
MontaEllis,Dallas Mavericks,8360000,SG,80,33.7,18.9,7.5,16.9,44.5,1,3.6,28.5,2.9,3.8,75.2,2.4,4.1,1.9,0.3,2.5,3,0,16.59,19,2014-2015
MoWilliams,Charlotte Hornets,3965074,PG,68,29.1,14.2,5,12.6,39.7,1.8,5.1,34.2,2.4,2.8,87.2,2.6,6.2,0.7,0.2,2.5,13,0,15.48,60,2014-2015
NerlensNoel,Philadelphia 76ers,3315120,C,75,30.8,9.9,4,8.7,46.2,0,0,0,1.9,3.1,60.9,8.1,1.7,1.8,1.9,1.9,18,0,15.03,130,2014-2015
NickCollison,Oklahoma City Thunder,2242003,F,66,16.7,4.1,1.6,3.8,41.9,0.2,0.9,26.7,0.7,1,69.2,3.8,1.4,0.5,0.4,0.7,0,0,11.23,255,2014-2015
NicolasBatum,Portland Trail Blazers,11765500,SF,71,33.5,9.4,3.4,8.5,40,1.4,4.4,32.4,1.2,1.4,85.7,5.9,4.8,1.1,0.6,1.9,5,0,13.1,142,2014-2015
NikolaMirotic,Chicago Bulls,5305000,F,82,20.2,10.2,3.1,7.6,40.5,1.2,3.8,31.6,2.8,3.5,80.3,4.9,1.2,0.7,0.7,1.1,8,0,17.93,122,2014-2015
NikolaVucevic,Orlando Magic,2751260,C,74,34.2,19.3,8.5,16.3,52.3,0,0.1,33.3,2.2,2.9,75.2,10.9,2,0.7,0.7,2,45,0,21.62,16,2014-2015
NikStauskas,Sacramento Kings,2745840,SG,73,15.4,4.4,1.5,4.1,36.5,0.7,2,32.2,0.8,0.9,85.9,1.2,0.9,0.3,0.2,0.5,0,0,7.5,249,2014-2015
NorrisCole,Miami Heat,2038206,PG,75,24.4,7.6,3.1,7.4,41.2,0.7,2.3,31.3,0.8,1.1,71.6,2.1,3.4,0.8,0.2,1.3,0,0,10.93,179,2014-2015
O.J.Mayo,Milwaukee Bucks,8.00E+06,SG,71,23.9,11.4,4.2,9.9,42.2,1.4,3.9,35.7,1.6,2,82.7,2.6,2.8,0.8,0.3,1.8,0,0,13.6,108,2014-2015
P.J.Tucker,Phoenix Suns,5700000,SF,78,30.6,9.1,3.3,7.6,43.8,1.1,3.2,34.5,1.3,1.8,72.7,6.4,1.6,1.4,0.3,1.2,4,0,12.56,145,2014-2015
PatrickPatterson,Toronto Raptors,5831326,PF,81,26.6,8,3,6.6,44.9,1.3,3.5,37.1,0.8,1,78.8,5.3,1.9,0.7,0.5,0.7,3,0,14.67,166,2014-2015
PauGasol,Chicago Bulls,7128000,C,78,34.4,18.5,7.3,14.8,49.4,0.2,0.3,46.2,3.8,4.7,80.3,11.8,2.7,0.3,1.9,2,54,0,22.73,20,2014-2015
PaulMillsap,Atlanta Hawks,9500000,PF,73,32.7,16.7,6.1,12.7,47.6,1.1,3,35.6,3.5,4.6,75.7,7.8,3.1,1.8,0.9,2.3,15,0,20.1,32,2014-2015
